Taxa,NDVI,PRI,ExGm,GRVI,ARI,RGR,NDVI_sd,PRI_sd,ExGm_sd,GRVI_sd,ARI_sd,RGR_sd
Marchantia,0.633036477,-0.001578781,7.442306256,0.141893083,0.039385171,0.783866182,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.798074549,0.003558719,8.725420168,0.097192899,0.073913641,0.837224757,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.8445622,0.023123974,5.217735761,0.055035506,0.006448548,0.897403134,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.642116183,0.000918274,3.613015873,0.130971474,0.018500599,0.786802879,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.682938168,-0.045643154,4.017077498,0.021488143,0.051824927,0.941848098,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.708520179,0.006743356,3.736316527,-0.12273016,0.067780448,1.151697172,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.715386026,-0.059496568,7.023384687,0.168620403,0.108456774,0.724912244,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.744284847,0.010689772,6.913618114,0.114884926,0.008687578,0.81550761,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.668180145,-0.005968011,7.564225023,0.186981782,0.035589667,0.721503267,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.832669997,-0.046329294,10.44252568,0.27919181,0.171014573,0.617476665,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.792158715,-0.010394195,4.704733894,0.209884559,0.024249979,0.693606855,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.588473661,0.001599213,4.259565826,0.16819723,0.017778636,0.741900286,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.616180621,-0.007551241,4.082301587,0.051489535,0.057022809,0.903042155,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.462100647,-0.028894199,4.553239963,0.032859916,0.032372662,0.933690059,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.686009707,-0.009803922,9.734817927,0.197243463,0.025719006,0.710609617,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.77166157,-0.013238289,7.235779645,0.175631701,0.044597841,0.735210472,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.557743957,-0.014696486,3.151806723,0.060767234,0.004899985,0.887386698,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.807935305,-0.019215583,6.738538749,0.241339627,0.092145494,0.656885266,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
